sample_id,negative_type,gene_ids,target_size,actual_size,seed,split,source_pathway_id,source_database,source_family,source_pathway_id_1,source_pathway_id_2,source_pathway_id_3,source_family_1,source_family_2,source_family_3,kept_fraction,replaced_fraction,replacement_fraction,n_kept,n_replaced,contribution_fraction_1,contribution_fraction_2,contribution_fraction_3,random_fill_count,max_overlap_with_curated,closest_curated_pathway
TRAIN_NEG_seed42_empirical_size_matched_random_0037,empirical_size_matched_random,"AT1G68240,AT2G14095,AT2G34360,AT3G02670,AT3G03980,AT3G07460,AT3G56220,AT4G02195,AT4G14340,AT5G04800,AT5G48530,AT5G58610",12,12,10042,train,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.09090909090909091,AC_PWY-5453
TRAIN_NEG_seed42_empirical_size_matched_random_0038,empirical_size_matched_random,"AT1G18770,AT1G60690,AT1G65700,AT2G33700,AT2G37160,AT2G39590,AT2G45920,AT5G05650,AT5G06170",9,9,10042,train,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.1111111111111111,ath03010
TRAIN_NEG_seed42_empirical_size_matched_random_0039,empirical_size_matched_random,"AT1G06547.1,AT1G07050,AT1G09280,AT1G11915,AT1G17250,AT1G20980,AT1G22960,AT1G30410,AT1G33640,AT1G34930,AT1G50830,AT1G53260,AT1G54170,AT1G56310,AT1G57906,AT1G58983,AT1G59750,AT1G62045,AT1G62130,AT1G62886,AT1G63080,AT1G63120,AT1G64900,AT1G72430,AT1G77290,AT2G17470,AT2G22475,AT2G23770,AT2G25760,AT2G29210,AT2G29560,AT2G33540,AT2G33796,AT2G40205,AT2G42475,AT2G47870,AT3G06290,AT3G10690,AT3G13310,AT3G13560,AT3G16550,AT3G27540,AT3G28470,AT3G29180,AT3G50220,AT3G50808,AT3G53460,AT3G56780,AT3G60120,AT4G03505,AT4G10960,AT4G24860,AT4G27435,AT4G30860,AT5G06470,AT5G10435,AT5G16870,AT5G41025,AT5G44980,AT5G45840,AT5G45950,AT5G49500,AT5G51980,AT5G53040,AT5G60810,AT5G61040,AT5G62510,AT5G63730,AT5G64110",69,69,10042,train,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.125,AC_PWY-6014
TRAIN_NEG_seed42_empirical_size_matched_random_0040,empirical_size_matched_random,"AT1G03210,AT1G07680,AT1G14650,AT1G17190,AT1G18350,AT1G23037,AT1G28030,AT1G29970,AT1G30600,AT1G52720,AT1G60410,AT1G65020,AT1G72420,AT1G79710,AT2G04800,AT2G07741,AT2G27400.1,AT2G31040,AT2G32340,AT2G41950,AT2G43945,AT2G47880,AT3G05420,AT3G21300,AT3G23410,AT3G27670,AT3G46350,AT3G46860,AT4G00350,AT4G09630,AT4G26930,AT4G31030,AT4G38020,AT5G10900,AT5G13430,AT5G13490,AT5G14580,AT5G14680,AT5G16300,AT5G20630,AT5G20690,AT5G25870,AT5G35688,AT5G37490,AT5G42490,AT5G45240,AT5G54520,AT5G56290,AT5G64690",49,49,10042,train,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.061224489795918366,ath01100
TRAIN_NEG_seed42_empirical_size_matched_random_0041,empirical_size_matched_random,"AT1G48270,AT1G50060,AT1G55900,AT1G60620,AT2G40340,AT3G03340,AT3G09710,AT3G51640,AT3G51680,AT3G53750,AT3G59480,AT4G00695,AT4G01040,AT4G19980,AT5G35520,AT5G59895",16,16,10042,train,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.1,AC_PWY-695
TRAIN_NEG_seed42_empirical_size_matched_random_0042,empirical_size_matched_random,"AT1G14830,AT1G16440,AT1G28370,AT1G34790,AT1G57610,AT1G58310,AT1G64580,AT1G71120,AT2G03250,AT2G17570,AT2G40400,AT2G41680,AT2G44450,AT2G44520,AT2G45310,AT2G45960,AT3G07010,AT3G24180,AT3G42473,AT3G47100,AT3G55160,AT3G57040,AT3G61840,AT4G01970,AT4G12382,AT4G15210,AT4G21063,AT4G31900,AT4G35200,AT5G03420,AT5G13360,AT5G24318,AT5G36970,AT5G46850,AT5G55050",35,35,10042,train,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.22857142857142856,ath01100
TRAIN_NEG_seed42_empirical_size_matched_random_0043,empirical_size_matched_random,"AT1G61810,AT2G07691,AT2G46000,AT3G50950,AT5G05030,AT5G17830,AT5G19160,AT5G45070,AT5G45630,AT5G46580,AT5G48375",11,11,10042,train,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.18181818181818182,ath01100
TRAIN_NEG_seed42_empirical_size_matched_random_0044,empirical_size_matched_random,"AT1G09590,AT1G20550,AT1G30515,AT1G64065,AT2G33100,AT2G33480,AT2G44020,AT3G05727,AT3G46355,AT3G55570,AT4G08290,AT4G34240,AT5G04380",13,13,10042,train,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.1111111111111111,AC_PWY18C3-22
TRAIN_NEG_seed42_empirical_size_matched_random_0045,empirical_size_matched_random,"AT1G28670,AT1G43650,AT1G52120,AT1G64000,AT1G77440,AT2G05330,AT2G35120,AT2G44950,AT3G04184,AT3G04940,AT3G17370,AT3G52220,AT3G52360,AT5G05400,AT5G06000,AT5G16040,AT5G26617,AT5G47010,AT5G47075,AT5G52410,AT5G52605",21,21,10042,train,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.09523809523809523,ath01100
TRAIN_NEG_seed42_empirical_size_matched_random_0046,empirical_size_matched_random,"AT1G11890,AT1G62450,AT1G66130,AT2G38465,AT3G20600,AT4G07325,AT5G39470,AT5G51680",8,8,10042,train,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.125,ath04130
TRAIN_NEG_seed42_empirical_size_matched_random_0047,empirical_size_matched_random,"AT1G05250,AT2G03567,AT3G21473,AT3G58790,AT5G42146,AT5G46640",6,6,10042,train,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.16666666666666666,AC_PWY-1061
TRAIN_NEG_seed42_empirical_size_matched_random_0048,empirical_size_matched_random,"AT1G12240,AT1G14315,AT1G31740,AT1G31780,AT1G63340,AT1G73730,AT2G01590,AT2G04965.1,AT3G04250,AT3G11300,AT4G11170,AT4G21140,AT4G24340,AT4G29090,AT5G36820,AT5G42610,AT5G53730,AT5G56690,AT5G61500",19,19,10042,train,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.16666666666666666,AC_PWY-6754
TRAIN_NEG_seed42_empirical_size_matched_random_0049,empirical_size_matched_random,"AT1G16420,AT1G18130,AT1G22600,AT1G49110,AT1G49310,AT1G50390,AT1G54030,AT1G62110,AT1G65290,AT1G65350,AT2G19350,AT2G27160,AT2G29330,AT2G30432,AT2G31260,AT2G32180,AT2G32950,AT3G13090,AT3G22990,AT3G28050,AT3G59390,AT3G59950,AT4G02320,AT4G15500,AT4G20320,AT4G20640,AT4G36620,AT5G04060,AT5G22770,AT5G25610,AT5G57060,AT5G66420",32,32,10042,train,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.15625,ath01100
TRAIN_NEG_seed42_empirical_size_matched_random_0050,empirical_size_matched_random,"AT1G13040,AT1G13560,AT1G18950,AT1G23820,AT1G35375,AT2G10608,AT2G16120,AT2G17950,AT2G29590,AT2G38130,AT3G04903,AT3G22380,AT3G43600,AT3G43840,AT4G02930,AT4G18290,AT4G27220,AT4G33040,AT5G17500,AT5G39050,AT5G63900,AT5G64401,AT5G65210",23,23,10042,train,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.2,ath00440
TRAIN_NEG_seed42_empirical_size_matched_random_0051,empirical_size_matched_random,"AT1G23910,AT1G49350,AT1G69370,AT1G80260,AT2G19150,AT3G14595,AT3G59150,AT3G61180,AT4G03060,AT4G18450,AT4G37130,AT5G40480",12,12,10042,train,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.2,AC_PWY-3461
TRAIN_NEG_seed42_empirical_size_matched_random_0052,empirical_size_matched_random,"AT1G01320,AT1G01355,AT1G03320,AT1G04150,AT1G04580,AT1G05090,AT1G05300,AT1G07010,AT1G07190,AT1G09750,AT1G15370,AT1G15540,AT1G30630,AT1G31450,AT1G51170,AT1G53730,AT1G55260,AT1G55530,AT1G66130,AT1G69800,AT1G73880,AT1G76920,AT1G78220,AT1G80340,AT2G14247,AT2G20110,AT2G26580,AT2G30140,AT2G33570,AT2G34500,AT2G36815,AT2G41210,AT2G46380,AT2G48100,AT3G07650,AT3G11580,AT3G13225,AT3G16110,AT3G16890,AT3G17800,AT3G19190,AT3G21295,AT3G21430,AT3G21530,AT3G24480,AT3G25860,AT3G27010,AT3G50670,AT3G50720,AT3G52590,AT3G55650,AT3G63410,AT4G00900,AT4G01790,AT4G05520,AT4G16570,AT4G17565,AT4G18120,AT4G20480,AT4G21760,AT4G26310,AT4G26700,AT4G30950,AT4G32285,AT4G32375,AT4G36400,AT4G39756,AT4G39800,AT5G09460,AT5G10210,AT5G12910,AT5G12920,AT5G23020,AT5G23550,AT5G40540,AT5G41630,AT5G42090,AT5G42700,AT5G47635,AT5G52120,AT5G52230,AT5G54790,AT5G54920,AT5G56985,AT5G67570",85,85,10042,train,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.2,AC_PWYQT-4450
TRAIN_NEG_seed42_empirical_size_matched_random_0053,empirical_size_matched_random,"AT1G09610,AT1G58250,AT1G59540,AT1G77130,AT2G13125,AT2G18810,AT4G09731,AT4G13965,AT5G20110,AT5G25220,AT5G45980,AT5G50930,AT5G62200,AT5G63410",14,14,10042,train,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.14285714285714285,ath04814
TRAIN_NEG_seed42_empirical_size_matched_random_0054,empirical_size_matched_random,"AT1G01100,AT1G01620,AT1G02740,AT1G03790,AT1G05070,AT1G05530,AT1G05820,AT1G06350,AT1G06510,AT1G06547.1,AT1G07050,AT1G07540,AT1G07960,AT1G09030,AT1G09200,AT1G10430,AT1G10610,AT1G11160,AT1G12060,AT1G12870,AT1G12910,AT1G13880,AT1G13960,AT1G14120,AT1G14380,AT1G15400,AT1G15960,AT1G16760,AT1G17040,AT1G17130,AT1G17500,AT1G18120,AT1G18640,AT1G19910,AT1G20260,AT1G21323,AT1G21440,AT1G21950,AT1G22000,AT1G23170,AT1G26160,AT1G26255,AT1G26620,AT1G27160,AT1G29071.1,AT1G29350,AT1G29470,AT1G29550,AT1G29965,AT1G30545,AT1G32640,AT1G32770,AT1G34170,AT1G34360,AT1G35340,AT1G36940,AT1G43040,AT1G47603,AT1G47670,AT1G48060,AT1G48355,AT1G48420,AT1G48930,AT1G48950,AT1G50780,AT1G51710,AT1G51790,AT1G52770,AT1G53350,AT1G53490,AT1G53920,AT1G53950,AT1G54410,AT1G55673,AT1G56150,AT1G56260,AT1G56440,AT1G57800,AT1G59580,AT1G59930,AT1G60680,AT1G60880,AT1G61120,AT1G61180,AT1G61610,AT1G62010,AT1G63080,AT1G63090,AT1G65483,AT1G66190,AT1G66770,AT1G67280,AT1G68740,AT1G69620,AT1G70590,AT1G71430,AT1G72060,AT1G72350,AT1G72630,AT1G74035,AT1G74385,AT1G74450,AT1G74560,AT1G74650,AT1G75690,AT1G76430,AT1G76490,AT1G77310,AT1G78730,AT1G79370,AT1G80010,AT1G80133,AT1G80555,AT1G80570,AT2G01370,AT2G01735,AT2G02061,AT2G02490,AT2G02850,AT2G03820,AT2G03870,AT2G03932,AT2G04390,AT2G04860,AT2G07360,AT2G07702,AT2G07727,AT2G11270,AT2G13290,AT2G13900,AT2G13965,AT2G14846,AT2G14880,AT2G15980,AT2G17060,AT2G17240,AT2G18250,AT2G19890,AT2G20230,AT2G21600,AT2G22650,AT2G24860,AT2G25050,AT2G25520,AT2G26460,AT2G26650,AT2G28305,AT2G28405,AT2G29450,AT2G29970,AT2G30910,AT2G32030,AT2G32220,AT2G32280,AT2G32750,AT2G32980,AT2G33280,AT2G33480,AT2G33570,AT2G33793,AT2G33796,AT2G34290,AT2G34630,AT2G35585,AT2G36550,AT2G36620,AT2G36930,AT2G37010,AT2G37210,AT2G37220,AT2G37570,AT2G38310,AT2G38620,AT2G38970,AT2G40085,AT2G40310,AT2G40640,AT2G42395,AT2G42600,AT2G42940,AT2G44198,AT2G44310,AT2G44790,AT2G44810,AT2G46535,AT2G46900,AT2G47115,AT2G47440,AT3G01730,AT3G01850,AT3G02320,AT3G02910,AT3G03750,AT3G05500,AT3G06340,AT3G07030,AT3G07050,AT3G08610,AT3G08660,AT3G08850,AT3G09540,AT3G10930,AT3G11080,AT3G11385,AT3G11550,AT3G13404,AT3G13760,AT3G14490,AT3G15355,AT3G15358,AT3G15800,AT3G17280,AT3G17690,AT3G18140,AT3G18400,AT3G18750,AT3G18840,AT3G18930,AT3G19590,AT3G20935,AT3G21470,AT3G22360,AT3G23550,AT3G23700,AT3G24068,AT3G24150,AT3G24360,AT3G25520,AT3G25550,AT3G26070,AT3G26600,AT3G26630,AT3G26640,AT3G26850,AT3G26960,AT3G27700,AT3G28007,AT3G28780,AT3G29040,AT3G29575,AT3G29580,AT3G32160,AT3G42170,AT3G43148,AT3G44326,AT3G44670,AT3G45555,AT3G45640,AT3G46570,AT3G47040,AT3G47341,AT3G48040,AT3G48480,AT3G49170,AT3G49820,AT3G49990,AT3G50210,AT3G51020,AT3G51730,AT3G52290,AT3G53200,AT3G53410,AT3G53740,AT3G54140,AT3G55560,AT3G55566,AT3G57130,AT3G57450,AT3G60250,AT3G61510,AT3G61640,AT3G61790,AT3G61850,AT3G61940,AT3G63450,AT4G01140,AT4G02720,AT4G03240,AT4G04200,AT4G04925,AT4G05630,AT4G08190,AT4G08555,AT4G08875,AT4G09890,AT4G10260,AT4G11380,AT4G11480,AT4G12731,AT4G12770,AT4G14315,AT4G14420,AT4G15415,AT4G15710,AT4G16200,AT4G16800,AT4G16810,AT4G18730,AT4G19970,AT4G20010,AT4G20160,AT4G20953,AT4G21230,AT4G21280,AT4G21323,AT4G23030,AT4G23580,AT4G24120,AT4G27030,AT4G27140,AT4G27400,AT4G28590,AT4G29430,AT4G29720,AT4G29990,AT4G30220,AT4G31310,AT4G31470,AT4G31730,AT4G31820,AT4G33270,AT4G34780,AT4G34890,AT4G35485,AT4G35580,AT4G36195,AT4G36925,AT4G38150,AT4G38280,AT5G01350,AT5G01760,AT5G02080,AT5G02830,AT5G03345,AT5G03700,AT5G03720,AT5G05160,AT5G05370,AT5G05760,AT5G06400,AT5G06960,AT5G07475,AT5G08130,AT5G08420,AT5G08530,AT5G10040,AT5G11420,AT5G11540,AT5G11820,AT5G13340,AT5G13460,AT5G13610,AT5G13760,AT5G13950,AT5G16260,AT5G16360,AT5G18080,AT5G18100,AT5G18470,AT5G19140,AT5G20900,AT5G22300,AT5G25755,AT5G26220,AT5G26262,AT5G26730,AT5G26865,AT5G26960,AT5G27740,AT5G28410,AT5G28442,AT5G30360,AT5G33898,AT5G35320,AT5G35970,AT5G36120,AT5G37030,AT5G37360,AT5G37800,AT5G37940,AT5G39020,AT5G39320,AT5G39350,AT5G39960,AT5G40510,AT5G40650,AT5G40780,AT5G40940,AT5G41280,AT5G42720,AT5G43140,AT5G43280,AT5G43420,AT5G43750,AT5G43870,AT5G45500,AT5G45730,AT5G46570,AT5G47630,AT5G47890,AT5G48060,AT5G48210,AT5G48320,AT5G48620,AT5G49070,AT5G49710,AT5G50800,AT5G51100,AT5G52310,AT5G52470,AT5G52550,AT5G53210,AT5G54640,AT5G55780,AT5G56950,AT5G57740,AT5G57960,AT5G58170,AT5G58450,AT5G60220,AT5G60770,AT5G60780,AT5G60805,AT5G61580,AT5G61590,AT5G62340,AT5G64650,AT5G64950,AT5G65440,AT5G65860,AT5G66120,AT5G66400,AT5G67450",433,433,10042,train,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.3333333333333333,AC_COA-PWY
TRAIN_NEG_seed42_empirical_size_matched_random_0055,empirical_size_matched_random,"AT1G05350,AT1G14830,AT1G53930,AT2G22690,AT4G11911,AT4G32210,AT5G01190",7,7,10042,train,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.2857142857142857,ath01110
TRAIN_NEG_seed42_empirical_size_matched_random_0056,empirical_size_matched_random,"AT1G62690,AT1G67940,AT2G23340,AT2G26540,AT2G28940,AT2G29210,AT3G13610,AT3G22890,AT3G61320,AT4G39560,AT5G16080,AT5G44950",12,12,10042,train,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.25,ath01110
TRAIN_NEG_seed42_empirical_size_matched_random_0057,empirical_size_matched_random,"AT1G11630,AT1G23645,AT1G34020,AT1G53366,AT1G53890,AT1G54560,AT1G56050,AT1G69325,AT1G69820,AT1G71020,AT1G73830,AT1G74740,AT2G18390,AT2G26140,AT2G39340,AT3G05936,AT3G18070,AT3G21860,AT3G59480,AT4G01830,AT4G02260,AT4G11430,AT4G18300,AT4G22360,AT4G25900,AT4G29120,AT4G34450,AT4G34980,AT4G37409,AT4G38460,AT5G02740,AT5G04670,AT5G13190,AT5G49600,AT5G50690",35,35,10042,train,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.2,ath01100
TRAIN_NEG_seed42_empirical_size_matched_random_0058,empirical_size_matched_random,"AT1G61475,AT3G07080,AT4G21445,AT4G39990,AT5G58450,AT5G65430",6,6,10042,train,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.16666666666666666,ath04519
TRAIN_NEG_seed42_empirical_size_matched_random_0059,empirical_size_matched_random,"AT1G02930,AT1G03310,AT1G08560,AT1G22050,AT1G24147,AT1G25450,AT1G48010,AT1G49720,AT1G51040,AT1G54400,AT1G60625,AT1G62940,AT1G63020,AT1G67720,AT1G70740,AT1G78380,AT2G02850,AT2G04795,AT2G10260,AT2G15770,AT2G17790,AT2G21250,AT2G25780,AT2G29000,AT2G40530,AT2G43080,AT2G44190,AT3G13857,AT3G14570,AT3G22415,AT3G25910,AT3G26020,AT3G28950,AT3G30247,AT3G43600,AT3G51110,AT3G61360,AT3G62440,AT4G02260,AT4G03905.1,AT4G05110,AT4G19120,AT4G19920,AT4G20720,AT4G22305,AT4G31073,AT4G32650,AT4G34430,AT4G34540,AT4G34610,AT4G34670,AT4G36710,AT4G37640,AT4G38401,AT5G04600,AT5G17440,AT5G18590,AT5G19675,AT5G22890,AT5G37170,AT5G45930,AT5G48205,AT5G52045,AT5G53550,AT5G65410",65,65,10042,train,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.16666666666666666,AC_PWY-7995
TRAIN_NEG_seed42_empirical_size_matched_random_0060,empirical_size_matched_random,"AT1G06000,AT1G07795,AT1G52245,AT1G60989,AT1G62670,AT2G02570,AT2G04039,AT2G27770,AT2G33420,AT2G43535,AT2G47900,AT3G01030,AT3G01500,AT3G04735,AT3G06860,AT3G15690,AT3G30280,AT3G54150,AT3G55672,AT4G00110,AT4G02880,AT4G03140,AT4G20960,AT4G30140,AT4G32230,AT4G37950,AT4G38670,AT5G01680,AT5G06120,AT5G19490,AT5G33340,AT5G50140,AT5G60290",33,33,10042,train,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.2,AC_LYSINE-DEG2-PWY
TRAIN_NEG_seed42_empirical_size_matched_random_0061,empirical_size_matched_random,"AT1G02170,AT1G04580,AT1G07610,AT1G10380,AT1G11600,AT1G12810,AT1G13250,AT1G17280,AT1G20320,AT1G30755,AT1G32330,AT1G32950,AT1G35242,AT1G36925,AT1G44830,AT1G49040,AT1G49510,AT1G50000,AT1G54780,AT1G61065,AT1G64455,AT1G65220,AT1G67570,AT1G67950,AT1G70949,AT1G71390,AT1G75140,AT1G76510,AT1G77730,AT1G78970,AT1G79200,AT1G80920,AT2G01035,AT2G02250,AT2G04137,AT2G04660,AT2G07613,AT2G11522,AT2G14050,AT2G15760,AT2G17180,AT2G18780,AT2G20625,AT2G20810,AT2G20900,AT2G23180,AT2G24330,AT2G24830,AT2G28760,AT2G33240,AT2G37480,AT2G38530,AT2G39730,AT2G40910,AT2G47490,AT3G03110,AT3G10060,AT3G11850,AT3G13440,AT3G13880,AT3G17900,AT3G18350,AT3G20370,AT3G21470,AT3G21910,AT3G22250,AT3G30385,AT3G43260,AT3G44120,AT3G44555,AT3G45640,AT3G45910,AT3G48340,AT3G50400,AT3G53320,AT3G56060,AT3G56300,AT3G57030,AT3G57970,AT3G61100,AT3G61990,AT3G62440,AT3G62830,AT4G04370,AT4G05090,AT4G08980,AT4G23610,AT4G31330,AT4G35000,AT4G37430,AT5G05200,AT5G05690,AT5G07165,AT5G08480,AT5G12380,AT5G13295,AT5G14440,AT5G15470,AT5G16410,AT5G19110,AT5G19810,AT5G25370,AT5G25610,AT5G25800,AT5G27310,AT5G39340,AT5G46100,AT5G48340,AT5G49040,AT5G52240,AT5G54740,AT5G54970,AT5G63630,AT5G66310",114,114,10042,train,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.16666666666666666,AC_PWY-112
TRAIN_NEG_seed42_empirical_size_matched_random_0062,empirical_size_matched_random,"AT1G63800,AT2G43160,AT4G22630,AT4G26730,AT5G54840,AT5G63190",6,6,10042,train,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.16666666666666666,ath04120
TRAIN_NEG_seed42_empirical_size_matched_random_0063,empirical_size_matched_random,"AT1G66390,AT2G24395,AT3G06820,AT3G44400,AT4G21590,AT5G10540,AT5G57790",7,7,10042,train,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.14285714285714285,ath03440
TRAIN_NEG_seed42_empirical_size_matched_random_0064,empirical_size_matched_random,"AT1G09812,AT1G55900,AT3G26855,AT5G15270,AT5G17250",5,5,10042,train,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.2,ath00563
TRAIN_NEG_seed42_empirical_size_matched_random_0065,empirical_size_matched_random,"AT1G35560,AT1G64550,AT2G43190,AT4G00070,AT4G22035,AT4G27680,AT5G53760,AT5G63225",8,8,10042,train,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.125,ath03008
TRAIN_NEG_seed42_empirical_size_matched_random_0066,empirical_size_matched_random,"AT1G47810,AT3G04160,AT3G21352,AT4G26010,AT5G43840",5,5,10042,train,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.2,ath00940
TRAIN_NEG_seed42_empirical_size_matched_random_0067,empirical_size_matched_random,"AT1G14100,AT1G60140,AT2G22121,AT2G30770,AT3G26450,AT4G38710,AT5G10040",7,7,10042,train,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.2857142857142857,ath01100
TRAIN_NEG_seed42_empirical_size_matched_random_0068,empirical_size_matched_random,"AT1G13790,AT1G15120,AT1G18870,AT1G28200,AT1G30950,AT2G38180,AT2G47770,AT3G60540,AT4G02310,AT4G12780,AT4G15360,AT4G31200,AT5G03700,AT5G47180",14,14,10042,train,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.14285714285714285,ath01100
TRAIN_NEG_seed42_empirical_size_matched_random_0069,empirical_size_matched_random,"AT1G61970,AT2G04060,AT3G16280,AT4G24920,AT4G38150",5,5,10042,train,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.2,ath03060
TRAIN_NEG_seed42_empirical_size_matched_random_0070,empirical_size_matched_random,"AT1G01930,AT1G02965,AT1G35242,AT2G24720,AT2G27770,AT3G60800,AT4G03110,AT4G18203,AT4G35430,AT5G54930",10,10,10042,train,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.0,
TRAIN_NEG_seed42_empirical_size_matched_random_0071,empirical_size_matched_random,"AT1G09812,AT1G19930,AT1G47220,AT1G64960,AT2G07827,AT2G39030,AT3G18430,AT3G58920,AT4G33840,AT5G28080,AT5G46850,AT5G51770,AT5G54730",13,13,10042,train,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.125,AC_PWY-6922
TRAIN_NEG_seed42_empirical_size_matched_random_0072,empirical_size_matched_random,"AT1G15885,AT1G33475,AT1G76640,AT2G47730,AT4G16610,AT4G27500",6,6,10042,train,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.16666666666666666,AC_PWY-6842
TRAIN_NEG_seed42_empirical_size_matched_random_0073,empirical_size_matched_random,"AT2G37930,AT3G06960,AT3G17150,AT4G09450,AT5G58400",5,5,10042,train,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.2,ath00940
TRAIN_NEG_seed42_empirical_size_matched_random_0074,empirical_size_matched_random,"AT1G20400,AT1G21410,AT1G21650,AT1G33500,AT1G36745,AT1G65560,AT3G25882,AT4G02290,AT5G01760,AT5G07190,AT5G10720,AT5G14500,AT5G27238,AT5G48120,AT5G56350,AT5G57760,AT5G63980",17,17,10042,train,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.23529411764705882,ath01100
TRAIN_NEG_seed42_empirical_size_matched_random_0075,empirical_size_matched_random,"AT1G33070,AT1G73325,AT1G77390,AT2G39930,AT3G01730,AT3G06980,AT3G08960,AT3G24508,AT3G59830,AT4G14430,AT5G08590,AT5G11260,AT5G19220,AT5G58320,AT5G63310",15,15,10042,train,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.2,AC_PWY-5137
TRAIN_NEG_seed42_empirical_size_matched_random_0076,empirical_size_matched_random,"AT1G52130,AT1G52660,AT1G69660,AT1G75750,AT2G28355,AT2G37060,AT3G25640,AT3G29020,AT3G46110,AT4G04955,AT4G32920,AT4G33970,AT5G06250,AT5G07060,AT5G43380,AT5G52510",16,16,10042,train,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.0625,ath00230
TRAIN_NEG_seed42_empirical_size_matched_random_0077,empirical_size_matched_random,"AT1G09400,AT1G53890,AT1G63055,AT1G74875,AT2G13720,AT2G19290,AT3G14020,AT3G18060,AT3G21865,AT4G31950,AT4G33070,AT5G06300,AT5G11200,AT5G43460,AT5G48180,AT5G66680",16,16,10042,train,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.2,AC_PWY-5486
